Product,Brand,Price,SaleDate,Quantity,Region,RAM,ROM,Year,Month,Day,Revenue,Prev_Quantity,Growth_Rate_%,Trend
Mobile Phone,Lenovo,170786.0,2024-01-21,3,South,16GB,64GB,2024,1,21,512358.0,10,-70.0,Baisse
Mobile Phone,Lenovo,161383.0,2024-01-23,8,Central,4GB,1TB,2024,1,23,1291064.0,3,166.67,Forte Hausse
Mobile Phone,Lenovo,165258.0,2024-01-23,4,West,16GB,256GB,2024,1,23,661032.0,8,-50.0,Baisse
Laptop,Lenovo,38229.0,2024-01-23,10,Central,16GB,256GB,2024,1,23,382290.0,4,150.0,Forte Hausse
Mobile Phone,Lenovo,179540.0,2024-01-23,1,South,6GB,64GB,2024,1,23,179540.0,10,-90.0,Baisse
Mobile Phone,Lenovo,10687.0,2024-01-25,2,South,4GB,1TB,2024,1,25,21374.0,1,100.0,Forte Hausse
Mobile Phone,Lenovo,15999.0,2024-01-25,7,South,6GB,128GB,2024,1,25,111993.0,2,250.0,Forte Hausse
Laptop,Lenovo,93638.0,2024-01-25,1,Central,32GB,128GB,2024,1,25,93638.0,7,-85.71,Baisse
Mobile Phone,Lenovo,154829.0,2024-01-25,1,South,16GB,512GB,2024,1,25,154829.0,1,0.0,Stable
Mobile Phone,Lenovo,186165.0,2024-01-26,8,West,4GB,512GB,2024,1,26,1489320.0,1,700.0,Forte Hausse
Mobile Phone,Lenovo,37047.0,2024-01-26,5,West,32GB,64GB,2024,1,26,185235.0,8,-37.5,Baisse
Mobile Phone,Lenovo,120017.0,2024-01-27,2,North,6GB,256GB,2024,1,27,240034.0,5,-60.0,Baisse
Laptop,Lenovo,66492.0,2024-01-27,9,East,32GB,512GB,2024,1,27,598428.0,2,350.0,Forte Hausse
Laptop,Lenovo,92116.0,2024-01-28,4,North,32GB,256GB,2024,1,28,368464.0,9,-55.56,Baisse
Laptop,Lenovo,44858.0,2024-01-29,2,North,6GB,256GB,2024,1,29,89716.0,4,-50.0,Baisse
Laptop,Lenovo,176785.0,2024-01-29,8,West,32GB,512GB,2024,1,29,1414280.0,2,300.0,Forte Hausse
Mobile Phone,Lenovo,51048.0,2024-01-31,2,West,32GB,128GB,2024,1,31,102096.0,8,-75.0,Baisse
Mobile Phone,Lenovo,139964.0,2024-02-01,9,Central,8GB,512GB,2024,2,1,1259676.0,2,350.0,Forte Hausse
Mobile Phone,Lenovo,182464.0,2024-02-02,3,West,8GB,256GB,2024,2,2,547392.0,9,-66.67,Baisse
Mobile Phone,Lenovo,142512.0,2024-02-03,8,South,8GB,1TB,2024,2,3,1140096.0,3,166.67,Forte Hausse
Laptop,Lenovo,74267.0,2024-02-04,3,South,16GB,128GB,2024,2,4,222801.0,8,-62.5,Baisse
Mobile Phone,Lenovo,123854.0,2024-02-05,6,East,4GB,64GB,2024,2,5,743124.0,3,100.0,Forte Hausse
Mobile Phone,Lenovo,53991.0,2024-02-05,3,South,16GB,64GB,2024,2,5,161973.0,6,-50.0,Baisse
Laptop,Lenovo,20110.0,2024-02-05,5,North,32GB,128GB,2024,2,5,100550.0,3,66.67,Forte Hausse
Laptop,Lenovo,7935.0,2024-02-06,2,South,12GB,1TB,2024,2,6,15870.0,5,-60.0,Baisse
Laptop,Lenovo,25693.0,2024-02-07,9,South,8GB,512GB,2024,2,7,231237.0,2,350.0,Forte Hausse
Laptop,Lenovo,25450.0,2024-02-07,4,East,16GB,1TB,2024,2,7,101800.0,9,-55.56,Baisse
Mobile Phone,Lenovo,46368.0,2024-02-09,6,East,6GB,1TB,2024,2,9,278208.0,4,50.0,Forte Hausse
Laptop,Lenovo,32333.0,2024-02-09,3,North,12GB,128GB,2024,2,9,96999.0,6,-50.0,Baisse
Mobile Phone,Lenovo,153800.0,2024-02-12,10,South,8GB,1TB,2024,2,12,1538000.0,3,233.33,Forte Hausse
Laptop,Lenovo,134741.0,2024-02-12,4,Central,32GB,256GB,2024,2,12,538964.0,10,-60.0,Baisse
Mobile Phone,Lenovo,59473.0,2024-02-12,3,North,32GB,128GB,2024,2,12,178419.0,4,-25.0,Baisse
Laptop,Lenovo,14811.0,2024-02-12,1,North,8GB,64GB,2024,2,12,14811.0,3,-66.67,Baisse
Mobile Phone,Lenovo,182996.0,2024-02-13,9,West,32GB,1TB,2024,2,13,1646964.0,1,800.0,Forte Hausse
Laptop,Lenovo,103104.0,2024-02-14,8,East,32GB,1TB,2024,2,14,824832.0,9,-11.11,Baisse
Mobile Phone,Lenovo,36102.0,2024-02-14,10,Central,4GB,256GB,2024,2,14,361020.0,8,25.0,Forte Hausse
Laptop,Lenovo,199381.0,2024-02-14,7,West,12GB,64GB,2024,2,14,1395667.0,10,-30.0,Baisse
Mobile Phone,Lenovo,28388.0,2024-02-14,9,West,32GB,1TB,2024,2,14,255492.0,7,28.57,Forte Hausse
Laptop,Lenovo,82713.0,2024-02-15,3,Central,32GB,256GB,2024,2,15,248139.0,9,-66.67,Baisse
Mobile Phone,Lenovo,45245.0,2024-02-17,3,Central,12GB,1TB,2024,2,17,135735.0,3,0.0,Stable
Laptop,Lenovo,184134.0,2024-02-17,8,North,4GB,64GB,2024,2,17,1473072.0,3,166.67,Forte Hausse
Mobile Phone,Lenovo,122889.0,2024-02-17,6,South,8GB,64GB,2024,2,17,737334.0,8,-25.0,Baisse
Laptop,Lenovo,102026.0,2024-02-19,6,West,12GB,64GB,2024,2,19,612156.0,6,0.0,Stable
Mobile Phone,Lenovo,43603.0,2024-02-20,2,Central,6GB,64GB,2024,2,20,87206.0,6,-66.67,Baisse
Laptop,Lenovo,80823.0,2024-02-21,8,Central,8GB,256GB,2024,2,21,646584.0,2,300.0,Forte Hausse
Laptop,Lenovo,119087.0,2024-02-22,3,East,16GB,64GB,2024,2,22,357261.0,8,-62.5,Baisse
Mobile Phone,Lenovo,183990.0,2024-02-23,8,South,12GB,64GB,2024,2,23,1471920.0,3,166.67,Forte Hausse
Laptop,Lenovo,14722.0,2024-02-23,7,East,8GB,256GB,2024,2,23,103054.0,8,-12.5,Baisse
Laptop,Lenovo,78518.0,2024-02-23,4,North,12GB,64GB,2024,2,23,314072.0,7,-42.86,Baisse
Mobile Phone,Lenovo,16400.0,2024-02-24,1,West,12GB,128GB,2024,2,24,16400.0,4,-75.0,Baisse
Mobile Phone,Lenovo,13732.0,2024-02-24,6,Central,4GB,512GB,2024,2,24,82392.0,1,500.0,Forte Hausse
Laptop,Lenovo,197205.0,2024-02-24,7,North,4GB,1TB,2024,2,24,1380435.0,6,16.67,Forte Hausse
Mobile Phone,Lenovo,160902.0,2024-02-24,10,West,16GB,256GB,2024,2,24,1609020.0,7,42.86,Forte Hausse
Mobile Phone,Lenovo,59609.0,2024-02-24,3,Central,8GB,256GB,2024,2,24,178827.0,10,-70.0,Baisse
Mobile Phone,Lenovo,178679.0,2024-02-25,4,Central,4GB,128GB,2024,2,25,714716.0,3,33.33,Forte Hausse
Laptop,Lenovo,14263.0,2024-02-25,8,West,16GB,256GB,2024,2,25,114104.0,4,100.0,Forte Hausse
Laptop,Lenovo,127329.0,2024-02-26,6,South,12GB,1TB,2024,2,26,763974.0,8,-25.0,Baisse
Laptop,Lenovo,68531.0,2024-02-27,1,North,4GB,512GB,2024,2,27,68531.0,6,-83.33,Baisse
Laptop,Lenovo,57927.0,2024-02-28,5,West,32GB,128GB,2024,2,28,289635.0,1,400.0,Forte Hausse
Laptop,Lenovo,37772.0,2024-03-03,1,Central,12GB,128GB,2024,3,3,37772.0,5,-80.0,Baisse
Laptop,Lenovo,113748.0,2024-03-03,1,North,8GB,256GB,2024,3,3,113748.0,1,0.0,Stable
Mobile Phone,Lenovo,69363.0,2024-03-03,2,South,6GB,256GB,2024,3,3,138726.0,1,100.0,Forte Hausse
Laptop,Lenovo,125109.0,2024-03-03,1,South,6GB,64GB,2024,3,3,125109.0,2,-50.0,Baisse
Mobile Phone,Lenovo,16223.0,2024-03-06,7,West,16GB,256GB,2024,3,6,113561.0,1,600.0,Forte Hausse
Laptop,Lenovo,72328.0,2024-03-10,4,Central,8GB,128GB,2024,3,10,289312.0,7,-42.86,Baisse
Mobile Phone,Lenovo,140970.0,2024-03-10,6,South,16GB,512GB,2024,3,10,845820.0,4,50.0,Forte Hausse
Mobile Phone,Lenovo,73383.0,2024-03-11,8,Central,12GB,512GB,2024,3,11,587064.0,6,33.33,Forte Hausse
Mobile Phone,Lenovo,173020.0,2024-03-13,10,West,16GB,128GB,2024,3,13,1730200.0,8,25.0,Forte Hausse
Laptop,Lenovo,48192.0,2024-03-14,1,South,4GB,64GB,2024,3,14,48192.0,10,-90.0,Baisse
Mobile Phone,Lenovo,136413.0,2024-03-16,4,South,12GB,512GB,2024,3,16,545652.0,1,300.0,Forte Hausse
Laptop,Lenovo,109624.0,2024-03-16,3,East,12GB,64GB,2024,3,16,328872.0,4,-25.0,Baisse
Laptop,Lenovo,27771.0,2024-03-17,3,South,6GB,512GB,2024,3,17,83313.0,3,0.0,Stable
Mobile Phone,Lenovo,22677.0,2024-03-17,1,South,4GB,512GB,2024,3,17,22677.0,3,-66.67,Baisse
Mobile Phone,Lenovo,109470.0,2024-03-18,10,East,16GB,256GB,2024,3,18,1094700.0,1,900.0,Forte Hausse
Laptop,Lenovo,48530.0,2024-03-18,4,Central,4GB,512GB,2024,3,18,194120.0,10,-60.0,Baisse
Mobile Phone,Lenovo,112684.0,2024-03-20,5,North,16GB,512GB,2024,3,20,563420.0,4,25.0,Forte Hausse
Mobile Phone,Lenovo,60002.0,2024-03-21,6,South,12GB,1TB,2024,3,21,360012.0,5,20.0,Forte Hausse
Mobile Phone,Lenovo,194131.0,2024-03-22,10,Central,4GB,64GB,2024,3,22,1941310.0,6,66.67,Forte Hausse
Mobile Phone,Lenovo,58133.0,2024-03-24,2,East,8GB,1TB,2024,3,24,116266.0,10,-80.0,Baisse
Mobile Phone,Lenovo,35816.0,2024-03-24,9,West,6GB,512GB,2024,3,24,322344.0,2,350.0,Forte Hausse
Laptop,Lenovo,141864.0,2024-03-24,9,East,12GB,1TB,2024,3,24,1276776.0,9,0.0,Stable
Laptop,Lenovo,131603.0,2024-03-25,10,Central,12GB,256GB,2024,3,25,1316030.0,9,11.11,Forte Hausse
Mobile Phone,Lenovo,18582.0,2024-03-26,7,South,16GB,1TB,2024,3,26,130074.0,10,-30.0,Baisse
Laptop,Lenovo,22500.0,2024-03-27,9,West,6GB,1TB,2024,3,27,202500.0,7,28.57,Forte Hausse
Laptop,Lenovo,22393.0,2024-03-28,7,South,6GB,128GB,2024,3,28,156751.0,9,-22.22,Baisse
Laptop,Lenovo,92634.0,2024-03-29,10,East,16GB,64GB,2024,3,29,926340.0,7,42.86,Forte Hausse
Laptop,Lenovo,118644.0,2024-03-30,10,North,12GB,512GB,2024,3,30,1186440.0,10,0.0,Stable
Laptop,Lenovo,88759.0,2024-03-30,9,North,32GB,256GB,2024,3,30,798831.0,10,-10.0,Baisse
Laptop,Lenovo,130445.0,2024-03-30,5,West,6GB,128GB,2024,3,30,652225.0,9,-44.44,Baisse
Mobile Phone,Lenovo,134099.0,2024-03-31,5,East,6GB,1TB,2024,3,31,670495.0,5,0.0,Stable
Laptop,Lenovo,34937.0,2024-04-02,1,Central,16GB,1TB,2024,4,2,34937.0,5,-80.0,Baisse
Mobile Phone,Lenovo,146643.0,2024-04-04,5,West,8GB,512GB,2024,4,4,733215.0,1,400.0,Forte Hausse
Mobile Phone,Lenovo,138884.0,2024-04-04,5,East,6GB,1TB,2024,4,4,694420.0,5,0.0,Stable
Laptop,Lenovo,122629.0,2024-04-05,10,East,32GB,128GB,2024,4,5,1226290.0,5,100.0,Forte Hausse
Mobile Phone,Lenovo,86306.0,2024-04-06,10,South,32GB,64GB,2024,4,6,863060.0,10,0.0,Stable
Laptop,Lenovo,66861.0,2024-04-07,8,West,32GB,512GB,2024,4,7,534888.0,10,-20.0,Baisse
Mobile Phone,Lenovo,194407.0,2024-04-07,8,South,8GB,128GB,2024,4,7,1555256.0,8,0.0,Stable
Laptop,Lenovo,141207.0,2024-04-09,9,South,4GB,64GB,2024,4,9,1270863.0,8,12.5,Forte Hausse
Mobile Phone,Lenovo,21144.0,2024-04-09,8,West,8GB,64GB,2024,4,9,169152.0,9,-11.11,Baisse
Laptop,Lenovo,39676.0,2024-04-10,6,North,6GB,256GB,2024,4,10,238056.0,8,-25.0,Baisse
Laptop,Lenovo,80656.0,2024-04-10,1,North,16GB,128GB,2024,4,10,80656.0,6,-83.33,Baisse
Mobile Phone,Lenovo,159158.0,2024-04-10,6,West,4GB,512GB,2024,4,10,954948.0,1,500.0,Forte Hausse
Laptop,Lenovo,70991.0,2024-04-11,6,North,6GB,128GB,2024,4,11,425946.0,6,0.0,Stable
Mobile Phone,Lenovo,98182.0,2024-04-11,9,South,16GB,256GB,2024,4,11,883638.0,6,50.0,Forte Hausse
Mobile Phone,Lenovo,60945.0,2024-04-12,3,East,12GB,1TB,2024,4,12,182835.0,9,-66.67,Baisse
Mobile Phone,Lenovo,140337.0,2024-04-13,4,South,6GB,128GB,2024,4,13,561348.0,3,33.33,Forte Hausse
Laptop,Lenovo,142251.0,2024-04-13,2,Central,6GB,128GB,2024,4,13,284502.0,4,-50.0,Baisse
Mobile Phone,Lenovo,40031.0,2024-04-14,7,Central,12GB,128GB,2024,4,14,280217.0,2,250.0,Forte Hausse
Mobile Phone,Lenovo,41295.0,2024-04-15,10,East,16GB,1TB,2024,4,15,412950.0,7,42.86,Forte Hausse
Mobile Phone,Lenovo,34949.0,2024-04-16,1,Central,6GB,512GB,2024,4,16,34949.0,10,-90.0,Baisse
Mobile Phone,Lenovo,54162.0,2024-04-16,7,North,6GB,128GB,2024,4,16,379134.0,1,600.0,Forte Hausse
Mobile Phone,Lenovo,158404.0,2024-04-17,7,Central,12GB,1TB,2024,4,17,1108828.0,7,0.0,Stable
Laptop,Lenovo,199679.0,2024-04-18,1,East,32GB,64GB,2024,4,18,199679.0,7,-85.71,Baisse
Mobile Phone,Lenovo,76056.0,2024-04-18,7,South,8GB,256GB,2024,4,18,532392.0,1,600.0,Forte Hausse
Laptop,Lenovo,41250.0,2024-04-19,3,North,16GB,128GB,2024,4,19,123750.0,7,-57.14,Baisse
Mobile Phone,Lenovo,80234.0,2024-04-20,3,West,4GB,64GB,2024,4,20,240702.0,3,0.0,Stable
Mobile Phone,Lenovo,8671.0,2024-04-21,3,East,16GB,64GB,2024,4,21,26013.0,3,0.0,Stable
Laptop,Lenovo,105036.0,2024-04-23,4,North,12GB,1TB,2024,4,23,420144.0,3,33.33,Forte Hausse
Laptop,Lenovo,95354.0,2024-04-23,8,West,32GB,256GB,2024,4,23,762832.0,4,100.0,Forte Hausse
Mobile Phone,Lenovo,195453.0,2024-04-23,1,Central,6GB,1TB,2024,4,23,195453.0,8,-87.5,Baisse
Mobile Phone,Lenovo,123839.0,2024-04-23,9,East,32GB,512GB,2024,4,23,1114551.0,1,800.0,Forte Hausse
Mobile Phone,Lenovo,63528.0,2024-04-23,3,West,6GB,256GB,2024,4,23,190584.0,9,-66.67,Baisse
Laptop,Lenovo,24742.0,2024-04-24,5,Central,4GB,64GB,2024,4,24,123710.0,3,66.67,Forte Hausse
Laptop,Lenovo,142127.0,2024-04-24,4,West,6GB,512GB,2024,4,24,568508.0,5,-20.0,Baisse
Laptop,Lenovo,49251.0,2024-04-27,6,South,32GB,128GB,2024,4,27,295506.0,4,50.0,Forte Hausse
Laptop,Lenovo,181391.0,2024-04-28,8,North,4GB,1TB,2024,4,28,1451128.0,6,33.33,Forte Hausse
Laptop,Lenovo,7611.0,2024-04-28,9,Central,32GB,1TB,2024,4,28,68499.0,8,12.5,Forte Hausse
Mobile Phone,Lenovo,78739.0,2024-04-28,3,Central,6GB,512GB,2024,4,28,236217.0,9,-66.67,Baisse
Mobile Phone,Lenovo,195317.0,2024-04-29,10,West,12GB,256GB,2024,4,29,1953170.0,3,233.33,Forte Hausse
Laptop,Lenovo,11041.0,2024-04-29,3,South,8GB,256GB,2024,4,29,33123.0,10,-70.0,Baisse
Mobile Phone,Lenovo,154501.0,2024-04-29,6,West,8GB,128GB,2024,4,29,927006.0,3,100.0,Forte Hausse
Laptop,Lenovo,169846.0,2024-04-30,5,North,32GB,64GB,2024,4,30,849230.0,6,-16.67,Baisse
Laptop,Lenovo,35440.0,2024-05-02,10,West,32GB,256GB,2024,5,2,354400.0,5,100.0,Forte Hausse
Laptop,Lenovo,124781.0,2024-05-03,8,South,8GB,64GB,2024,5,3,998248.0,10,-20.0,Baisse
Mobile Phone,Lenovo,10892.0,2024-05-03,5,South,6GB,1TB,2024,5,3,54460.0,8,-37.5,Baisse
Laptop,Lenovo,196202.0,2024-05-04,1,East,4GB,1TB,2024,5,4,196202.0,5,-80.0,Baisse
Laptop,Lenovo,112746.0,2024-05-06,8,West,12GB,64GB,2024,5,6,901968.0,1,700.0,Forte Hausse
Mobile Phone,Lenovo,84139.0,2024-05-07,4,North,32GB,1TB,2024,5,7,336556.0,8,-50.0,Baisse
Laptop,Lenovo,148940.0,2024-05-07,5,West,4GB,1TB,2024,5,7,744700.0,4,25.0,Forte Hausse
Mobile Phone,Lenovo,138250.0,2024-05-07,7,East,4GB,1TB,2024,5,7,967750.0,5,40.0,Forte Hausse
Laptop,Lenovo,175849.0,2024-05-08,6,South,6GB,64GB,2024,5,8,1055094.0,7,-14.29,Baisse
Mobile Phone,Lenovo,21126.0,2024-05-10,4,North,16GB,128GB,2024,5,10,84504.0,6,-33.33,Baisse
Mobile Phone,Lenovo,88707.0,2024-05-12,5,North,8GB,64GB,2024,5,12,443535.0,4,25.0,Forte Hausse
Laptop,Lenovo,66341.0,2024-05-13,7,East,16GB,1TB,2024,5,13,464387.0,5,40.0,Forte Hausse
Mobile Phone,Lenovo,159431.0,2024-05-13,5,East,32GB,1TB,2024,5,13,797155.0,7,-28.57,Baisse
Laptop,Lenovo,134245.0,2024-05-14,7,West,12GB,1TB,2024,5,14,939715.0,5,40.0,Forte Hausse
Mobile Phone,Lenovo,115500.0,2024-05-14,6,West,16GB,128GB,2024,5,14,693000.0,7,-14.29,Baisse
Laptop,Lenovo,137348.0,2024-05-15,10,Central,4GB,64GB,2024,5,15,1373480.0,6,66.67,Forte Hausse
Mobile Phone,Lenovo,73116.0,2024-05-16,3,West,6GB,1TB,2024,5,16,219348.0,10,-70.0,Baisse
Laptop,Lenovo,198315.0,2024-05-19,8,North,4GB,512GB,2024,5,19,1586520.0,3,166.67,Forte Hausse
Mobile Phone,Lenovo,69132.0,2024-05-20,3,South,32GB,64GB,2024,5,20,207396.0,8,-62.5,Baisse
Laptop,Lenovo,187596.0,2024-05-20,6,South,12GB,1TB,2024,5,20,1125576.0,3,100.0,Forte Hausse
Laptop,Lenovo,176426.0,2024-05-20,3,South,32GB,64GB,2024,5,20,529278.0,6,-50.0,Baisse
Laptop,Lenovo,186064.0,2024-05-21,2,East,6GB,128GB,2024,5,21,372128.0,3,-33.33,Baisse
Laptop,Lenovo,57202.0,2024-05-21,1,North,12GB,1TB,2024,5,21,57202.0,2,-50.0,Baisse
Mobile Phone,Lenovo,98613.0,2024-05-22,3,East,16GB,64GB,2024,5,22,295839.0,1,200.0,Forte Hausse
Mobile Phone,Lenovo,96288.0,2024-05-23,1,South,4GB,1TB,2024,5,23,96288.0,3,-66.67,Baisse
Laptop,Lenovo,116977.0,2024-05-23,3,West,6GB,1TB,2024,5,23,350931.0,1,200.0,Forte Hausse
Mobile Phone,Lenovo,115700.0,2024-05-23,6,East,32GB,64GB,2024,5,23,694200.0,3,100.0,Forte Hausse
Laptop,Lenovo,154009.0,2024-05-24,4,East,8GB,64GB,2024,5,24,616036.0,6,-33.33,Baisse
Laptop,Lenovo,70287.0,2024-05-24,2,West,16GB,512GB,2024,5,24,140574.0,4,-50.0,Baisse
Mobile Phone,Lenovo,132491.0,2024-05-25,2,West,8GB,1TB,2024,5,25,264982.0,2,0.0,Stable
Mobile Phone,Lenovo,94648.0,2024-05-25,10,North,6GB,256GB,2024,5,25,946480.0,2,400.0,Forte Hausse
Mobile Phone,Lenovo,29228.0,2024-05-26,3,West,6GB,1TB,2024,5,26,87684.0,10,-70.0,Baisse
Laptop,Lenovo,146613.0,2024-05-26,5,South,32GB,256GB,2024,5,26,733065.0,3,66.67,Forte Hausse
Laptop,Lenovo,38708.0,2024-05-26,7,East,8GB,64GB,2024,5,26,270956.0,5,40.0,Forte Hausse
Laptop,Lenovo,84526.0,2024-05-26,7,West,32GB,256GB,2024,5,26,591682.0,7,0.0,Stable
Laptop,Lenovo,114350.0,2024-05-27,4,Central,6GB,256GB,2024,5,27,457400.0,7,-42.86,Baisse
Mobile Phone,Lenovo,55099.0,2024-05-27,7,East,8GB,64GB,2024,5,27,385693.0,4,75.0,Forte Hausse
Mobile Phone,Lenovo,100618.0,2024-05-27,5,Central,6GB,64GB,2024,5,27,503090.0,7,-28.57,Baisse
Mobile Phone,Lenovo,182433.0,2024-05-28,7,East,12GB,512GB,2024,5,28,1277031.0,5,40.0,Forte Hausse
Mobile Phone,Lenovo,100737.0,2024-05-28,10,Central,12GB,128GB,2024,5,28,1007370.0,7,42.86,Forte Hausse
Laptop,Lenovo,41486.0,2024-05-28,6,West,16GB,64GB,2024,5,28,248916.0,10,-40.0,Baisse
Mobile Phone,Lenovo,23934.0,2024-05-30,5,Central,4GB,256GB,2024,5,30,119670.0,6,-16.67,Baisse
Mobile Phone,Lenovo,59116.0,2024-05-31,6,North,6GB,256GB,2024,5,31,354696.0,5,20.0,Forte Hausse
Laptop,Lenovo,195250.0,2024-06-01,5,West,6GB,128GB,2024,6,1,976250.0,6,-16.67,Baisse
Mobile Phone,Lenovo,149899.0,2024-06-01,1,South,12GB,256GB,2024,6,1,149899.0,5,-80.0,Baisse
Laptop,Lenovo,87980.0,2024-06-01,6,East,32GB,512GB,2024,6,1,527880.0,1,500.0,Forte Hausse
Laptop,Lenovo,16901.0,2024-06-02,9,North,6GB,256GB,2024,6,2,152109.0,6,50.0,Forte Hausse
Laptop,Lenovo,57431.0,2024-06-02,9,West,4GB,64GB,2024,6,2,516879.0,9,0.0,Stable
Laptop,Lenovo,6451.0,2024-06-02,6,North,4GB,1TB,2024,6,2,38706.0,9,-33.33,Baisse
Laptop,Lenovo,128224.0,2024-06-02,4,South,12GB,256GB,2024,6,2,512896.0,6,-33.33,Baisse
Laptop,Lenovo,11333.0,2024-06-03,7,West,16GB,128GB,2024,6,3,79331.0,4,75.0,Forte Hausse
Mobile Phone,Lenovo,140459.0,2024-06-03,5,South,32GB,256GB,2024,6,3,702295.0,7,-28.57,Baisse
Laptop,Lenovo,128674.0,2024-06-04,5,East,12GB,512GB,2024,6,4,643370.0,5,0.0,Stable
Laptop,Lenovo,113909.0,2024-06-05,2,South,6GB,1TB,2024,6,5,227818.0,5,-60.0,Baisse
Laptop,Lenovo,93006.0,2024-06-05,7,West,32GB,256GB,2024,6,5,651042.0,2,250.0,Forte Hausse
Laptop,Lenovo,98275.0,2024-06-06,7,West,12GB,64GB,2024,6,6,687925.0,7,0.0,Stable
Laptop,Lenovo,175684.0,2024-06-06,5,North,16GB,1TB,2024,6,6,878420.0,7,-28.57,Baisse
Mobile Phone,Lenovo,55450.0,2024-06-07,5,North,12GB,128GB,2024,6,7,277250.0,5,0.0,Stable
Laptop,Lenovo,95128.0,2024-06-07,4,Central,12GB,512GB,2024,6,7,380512.0,5,-20.0,Baisse
Mobile Phone,Lenovo,31400.0,2024-06-07,6,East,16GB,512GB,2024,6,7,188400.0,4,50.0,Forte Hausse
Mobile Phone,Lenovo,187730.0,2024-06-09,2,Central,12GB,1TB,2024,6,9,375460.0,6,-66.67,Baisse
Laptop,Lenovo,147011.0,2024-06-09,1,South,16GB,256GB,2024,6,9,147011.0,2,-50.0,Baisse
Laptop,Lenovo,196890.0,2024-06-10,8,East,12GB,128GB,2024,6,10,1575120.0,1,700.0,Forte Hausse
Mobile Phone,Lenovo,75259.0,2024-06-11,9,East,8GB,128GB,2024,6,11,677331.0,8,12.5,Forte Hausse
Mobile Phone,Lenovo,115589.0,2024-06-12,10,Central,12GB,128GB,2024,6,12,1155890.0,9,11.11,Forte Hausse
Laptop,Lenovo,176825.0,2024-06-12,6,West,32GB,1TB,2024,6,12,1060950.0,10,-40.0,Baisse
Laptop,Lenovo,183935.0,2024-06-12,9,Central,8GB,64GB,2024,6,12,1655415.0,6,50.0,Forte Hausse
Laptop,Lenovo,169445.0,2024-06-12,5,East,12GB,128GB,2024,6,12,847225.0,9,-44.44,Baisse
Mobile Phone,Lenovo,188866.0,2024-06-14,6,West,16GB,256GB,2024,6,14,1133196.0,5,20.0,Forte Hausse
Mobile Phone,Lenovo,53555.0,2024-06-14,5,West,12GB,512GB,2024,6,14,267775.0,6,-16.67,Baisse
Laptop,Lenovo,185136.0,2024-06-15,7,West,12GB,512GB,2024,6,15,1295952.0,5,40.0,Forte Hausse
Laptop,Lenovo,101866.0,2024-06-16,6,South,8GB,64GB,2024,6,16,611196.0,7,-14.29,Baisse
Laptop,Lenovo,134334.0,2024-06-16,8,West,8GB,128GB,2024,6,16,1074672.0,6,33.33,Forte Hausse
Mobile Phone,Lenovo,79714.0,2024-06-18,1,Central,4GB,256GB,2024,6,18,79714.0,8,-87.5,Baisse
Mobile Phone,Lenovo,178122.0,2024-06-18,7,Central,8GB,128GB,2024,6,18,1246854.0,1,600.0,Forte Hausse
Laptop,Lenovo,78539.0,2024-06-18,9,North,4GB,512GB,2024,6,18,706851.0,7,28.57,Forte Hausse
Laptop,Lenovo,142020.0,2024-06-19,3,South,32GB,128GB,2024,6,19,426060.0,9,-66.67,Baisse
Laptop,Lenovo,111692.0,2024-06-19,10,South,8GB,128GB,2024,6,19,1116920.0,3,233.33,Forte Hausse
Laptop,Lenovo,102798.0,2024-06-19,10,West,8GB,512GB,2024,6,19,1027980.0,10,0.0,Stable
Laptop,Lenovo,176348.0,2024-06-21,2,North,6GB,64GB,2024,6,21,352696.0,10,-80.0,Baisse
Laptop,Lenovo,158830.0,2024-06-22,10,West,12GB,512GB,2024,6,22,1588300.0,2,400.0,Forte Hausse
Mobile Phone,Lenovo,130428.0,2024-06-22,7,West,6GB,128GB,2024,6,22,912996.0,10,-30.0,Baisse
Laptop,Lenovo,35261.0,2024-06-23,5,Central,8GB,512GB,2024,6,23,176305.0,7,-28.57,Baisse
Mobile Phone,Lenovo,60898.0,2024-06-23,8,North,16GB,256GB,2024,6,23,487184.0,5,60.0,Forte Hausse
Laptop,Lenovo,191625.0,2024-06-24,2,North,16GB,128GB,2024,6,24,383250.0,8,-75.0,Baisse
Laptop,Lenovo,169669.0,2024-06-24,6,Central,32GB,64GB,2024,6,24,1018014.0,2,200.0,Forte Hausse
Mobile Phone,Lenovo,101647.0,2024-06-26,5,South,4GB,128GB,2024,6,26,508235.0,6,-16.67,Baisse
Mobile Phone,Lenovo,115248.0,2024-06-26,2,South,4GB,256GB,2024,6,26,230496.0,5,-60.0,Baisse
Laptop,Lenovo,151240.0,2024-06-27,4,Central,8GB,256GB,2024,6,27,604960.0,2,100.0,Forte Hausse
Laptop,Lenovo,36878.0,2024-06-27,8,West,8GB,128GB,2024,6,27,295024.0,4,100.0,Forte Hausse
Laptop,Lenovo,9868.0,2024-06-28,8,West,6GB,256GB,2024,6,28,78944.0,8,0.0,Stable
Mobile Phone,Lenovo,9018.0,2024-06-29,3,West,6GB,512GB,2024,6,29,27054.0,8,-62.5,Baisse
Laptop,Lenovo,103344.0,2024-06-29,9,Central,32GB,128GB,2024,6,29,930096.0,3,200.0,Forte Hausse
Laptop,Lenovo,159258.0,2024-06-30,8,West,6GB,512GB,2024,6,30,1274064.0,9,-11.11,Baisse
